year,company,industry,결산년도,주가,자본총계,매출액,영업이익,당기순익,영업흐름,BPS,PBR,부채율,매출증가,영익률,지배ROE,매출이익
16,농심,식품,16년09월(3Q),314000,17712,5477,228,231,223,302479,1.04,36.28,0.32,4.16,5.25,32.7
16,농심,식품,16년06월(2Q),374000,17719,5272,124,148,1173,302477,1.24,39.28,-0.42,2.36,3.35,31.96
16,농심,식품,16년03월(1Q),4e+05,17626,5681,324,1437,493,300951,1.33,43.18,5.22,5.7,33.98,31.84
15,농심,식품,15년12월(4Q),439500,16465,5662,289,283,610,282078,1.56,46.9,8.68,5.1,6.98,31.45
15,농심,식품,15년09월(3Q),366000,16319,5460,375,292,611,279574,1.31,44.39,11.86,6.87,7.29,31.62
15,농심,식품,15년06월(2Q),290500,15887,5295,242,365,295,272564,1.07,42.37,7.98,4.57,9.35,30.26
15,농심,식품,15년03월(1Q),243500,15459,5399,277,234,502,265601,0.92,47.2,-0.43,5.13,6.1,29.83
14,농심,식품,14년12월(4Q),252500,15535,5210,151,82,-17,265581,0.95,43.17,-5.36,2.9,2.15,28.64
14,농심,식품,14년09월(3Q),272000,15471,4881,153,151,289,264680,1.03,40.94,-3.88,3.14,4,28.6
14,농심,식품,14년06월(2Q),285500,15216,4904,99,121,300,260662,1.1,42.09,-1.21,2.01,3.28,28.32
14,농심,식품,14년03월(1Q),298500,15214,5423,333,290,415,260595,1.15,47.74,1.94,6.13,7.79,29.08
13,농심,식품,13년12월(4Q),251000,15167,5505,313,272,620,259740,0.97,46.07,1.4,5.68,7.46,28.54
13,농심,식품,13년09월(3Q),256500,14957,5078,172,231,13,256371,1,45.55,-8.77,3.38,6.34,27.35
13,농심,식품,13년06월(2Q),265500,14870,4964,138,118,472,254594,1.04,50.24,-5.44,2.78,3.26,27.77
13,농심,식품,13년03월(1Q),312000,14669,5320,304,248,517,251618,1.24,51.09,-3.5,5.71,7.03,28.62
12,농심,식품,12년12월(4Q),271500,14593,5429,276,293,211,250158,1.09,47.42,-0.866666666666667,5.08,-2.97333333333333,29.23
12,농심,식품,12년09월(3Q),265500,14237,5007,304,312,-480,247332,1.07,47.11,3.87,6.08,8.85,26.92
12,농심,식품,12년06월(2Q),206500,13925,4692,145,167,227,241214,0.86,56.63,-5.04,3.09,4.82,25.6
12,농심,식품,12년03월(1Q),227500,13758,4961,272,-806,302,238470,0.95,58.95,-1.43,5.48,-22.59,26.74
19,다우기술,IT용역,19년09월(3Q),19900,25884,8479,987,709,633,28994,0.69,817.54,60.51,11.64,10.59,21.52
19,다우기술,IT용역,19년06월(2Q),21700,25718,7490,747,607,-3627,28476,0.76,802.83,43.02,9.97,9.73,21.78
19,다우기술,IT용역,19년03월(1Q),21150,25184,7799,2119,1607,-5892,27733,0.76,781.39,41.49,27.17,22.04,37.34
18,다우기술,IT용역,18년12월(4Q),18850,24406,7515,154,-132,-7997,26947,0.7,675.27,74.4,2.06,-4.39,14.97
18,다우기술,IT용역,18년09월(3Q),22400,24669,5282,900,559,561,26129,0.86,616.43,69.64,17.04,10.39,31.14
18,다우기술,IT용역,18년06월(2Q),23150,23913,5237,951,871,-5085,25318,0.91,574.59,72.96,18.17,16.44,32.42
18,다우기술,IT용역,18년03월(1Q),21950,22992,5512,1233,955,-1893,24082,0.91,529.1,68.19,22.38,18.2,34.06
17,다우기술,IT용역,17년12월(4Q),19250,19110,4309,1085,786,-5733,23764,0.81,557.46,26.76,25.19,14.22,42.58
17,다우기술,IT용역,17년09월(3Q),17650,18751,3114,476,347,-4365,23410,0.75,526.01,20.59,15.3,6.87,35.09
17,다우기술,IT용역,17년06월(2Q),21950,18234,3028,902,656,-1893,22659,0.97,518,20.18,29.78,11.13,50.59
17,다우기술,IT용역,17년03월(1Q),20300,16448,3277,838,643,3477,21390,0.95,522.21,8.04,25.58,13.78,42.1
16,다우기술,IT용역,16년12월(4Q),18000,16076,3399,634,518,-3430,20954,0.86,493.73,28.49,18.65,11.68,36.93
16,다우기술,IT용역,16년09월(3Q),21700,15758,2582,585,447,-3304,20652,1.05,497.86,-12.83,22.65,9.5,44.18
16,다우기술,IT용역,16년06월(2Q),23300,15325,2520,542,390,1682,20146,1.16,456.5,-5.58,21.52,8.43,44.18
16,다우기술,IT용역,16년03월(1Q),21650,14843,3033,773,566,1478,19625,1.1,417.9,43.83,25.48,14.12,42.58
15,다우기술,IT용역,15년12월(4Q),21800,14476,2645,307,277,-1794,19164,1.14,372.15,12.37,11.6,6.85,33.41
15,다우기술,IT용역,15년09월(3Q),29200,14255,2962,628,491,-880,18905,1.54,401.91,42.99,21.2,13.93,37.95
15,다우기술,IT용역,15년06월(2Q),27700,13793,2668,900,672,191,18213,1.52,406.72,45.68,33.73,16.19,54.01
15,다우기술,IT용역,15년03월(1Q),17300,12993,2109,770,586,869,17639,0.98,361.29,34.14,36.51,14.38,59.68
14,다우기술,IT용역,14년12월(4Q),11950,12501,2354,340,217,-1149,17145,0.7,327.05,32.34,14.46,6.69,35.71
14,다우기술,IT용역,14년09월(3Q),11350,12269,2071,434,333,8,16862,0.67,362.09,16.29,20.96,9.24,45.68
14,다우기술,IT용역,14년06월(2Q),11600,11909,1832,259,181,-1361,16452,0.71,406.03,-17.57,14.14,4.96,38.58
14,다우기술,IT용역,14년03월(1Q),14300,11776,1572,169,118,453,16287,0.88,415.41,-9.63,10.74,3.44,38.15
13,다우기술,IT용역,13년12월(4Q),15150,11761,1779,167,66,-135,16284,0.93,312.32,2.02,9.38,1.18,34.98
13,다우기술,IT용역,13년09월(3Q),13800,11655,1781,324,219,165,16206,0.85,474.26,2.06,18.18,6.32,41.62
13,다우기술,IT용역,13년06월(2Q),16450,11464,2222,128,94,-51,16022,1.03,473.34,22.77,5.75,3.29,24.22
13,다우기술,IT용역,13년03월(1Q),17750,11728,1740,194,161,2170,16003,1.11,304.45,-24.1,11.12,5.3,36.05
12,다우기술,IT용역,12년12월(4Q),15750,11442,1744,112,189,-1790,15916,0.99,323.74,19.2466666666667,6.4,7.57,28.09
12,다우기술,IT용역,12년09월(3Q),17450,4469,429,53,59,18,10165,1.72,31.36,11.81,12.29,5.33,27.38
12,다우기술,IT용역,12년06월(2Q),12250,4347,510,65,128,116,9967,1.23,31.8,35.98,12.71,11.96,20.52
12,다우기술,IT용역,12년03월(1Q),13150,4220,445,46,57,59,9684,1.36,34.47,9.95,10.29,5.42,20.11
19,대교,사교육,19년09월(3Q),6060,6103,1882,91,60,282,6824,0.89,51.74,1.24,4.85,3.87,18.88
19,대교,사교육,19년06월(2Q),6270,6183,1894,36,-6,102,6877,0.91,47.41,-1.98,1.88,-0.6,16.23
19,대교,사교육,19년03월(1Q),6190,6193,1952,74,116,137,6850,0.9,47.97,-3.57,3.81,7.35,18.85
18,대교,사교육,18년12월(4Q),6700,6168,1816,-38,-48,389,6809,0.98,34.61,-7.28,-2.07,-3.01,14.03
18,대교,사교육,18년09월(3Q),7280,6605,1859,74,40,213.666666666667,7195,1.01,27.58,-7.63,3.97,2.52,18.51
18,대교,사교육,18년06월(2Q),7750,6652,1932,107,98,117,7194,1.08,25.18,-5.59,5.54,5.71,19.5
18,대교,사교육,18년03월(1Q),7960,6669,2024,113,102,135,7141,1.11,27.49,-3.8,5.57,6.04,19.2
17,대교,사교육,17년12월(4Q),8200,6769,1958,108,34,84,7222,1.14,26.61,-3.8,5.5,2.17,18.67
17,대교,사교육,17년09월(3Q),8300,6748,2013,117,123,164,7186,1.16,27,-1.2,5.8,7.55,19.66
17,대교,사교육,17년06월(2Q),8160,6761,2047,109,126,263,7161,1.14,27.46,0.18,5.32,7.52,20.2
17,대교,사교육,17년03월(1Q),8050,6587,2104,121,133,419,7012,1.15,29.78,0.62,5.77,8.05,20.62
16,대교,사교육,16년12월(4Q),8130,6628,2036,110,154,299,7017,1.16,27.96,1.32,5.38,9.7,19.25
16,대교,사교육,16년09월(3Q),8670,6459,2037,114,83,269,6851,1.27,27.23,0.35,5.58,5.34,20.88
16,대교,사교육,16년06월(2Q),8810,6455,2043,108,58,156,6833,1.29,28.11,1.72,5.3,3.89,20.92
16,대교,사교육,16년03월(1Q),10650,6455,2091,97,123,133,6819,1.56,28,0.33,4.64,7.64,19.86
15,대교,사교육,15년12월(4Q),8900,6440,2009,108,115,198,6813,1.31,27.43,0.59,5.37,7.15,21.18
15,대교,사교육,15년09월(3Q),9520,6447,2030,112,50,110,6730,1.41,27.58,0.16,5.5,3.25,19.82
15,대교,사교육,15년06월(2Q),7480,6526,2008,97,115,27,6789,1.1,28.35,0.85,4.82,6.99,20.11
15,대교,사교육,15년03월(1Q),6840,6378,2085,114,180,188,6683,1.02,29.97,-0.26,5.46,10.88,19.78
14,대교,사교육,14년12월(4Q),7040,6408,1997,49,-82,170,6683,1.05,31.42,-1.9,2.43,-4.72,17.67
14,대교,사교육,14년09월(3Q),7320,6531,2027,88,274,29,6832,1.07,29.97,-4.95,4.32,17.35,19.87
14,대교,사교육,14년06월(2Q),6520,6489,1991,75,87,-20,6783,0.96,29.63,-4.77,3.76,5.91,17.65
14,대교,사교육,14년03월(1Q),6610,6454,2090,96,103,110,6730,0.98,30.91,-2.16,4.59,6.68,19.22
13,대교,사교육,13년12월(4Q),7300,6465,2036,11,-38,236,6717,1.09,30.28,-2.11,0.52,-1.78,16.85
13,대교,사교육,13년09월(3Q),6870,6397,2132,119,154,308,6656,1.03,32.47,-1.7,5.58,10.35,19.23
13,대교,사교육,13년06월(2Q),7240,6288,2091,84,44,182,6488,1.12,30.84,-4.06,4.02,3.59,17.82
13,대교,사교육,13년03월(1Q),6890,6307,2136,103,162,382,6526,1.06,31.66,-5.73,4.83,10.53,17.95
12,대교,사교육,12년12월(4Q),6350,6219,2080,8,-112,91,6443,0.99,30.9,-4.55333333333333,0.37,7.96333333333333,13.95
12,대교,사교육,12년09월(3Q),6050,6452,1913,127,105,277,6710,0.9,25.02,-9.38,6.63,6.46,17.82
12,대교,사교육,12년06월(2Q),5600,6510,1947,129,103,-53,6735,0.83,24.1,-3.33,6.63,6.27,19.01
12,대교,사교육,12년03월(1Q),6160,6597,1983,105,182,132,6336,0.97,27.33,-0.95,5.29,11.16,17.67
19,대림산업,건설,19년09월(3Q),104000,65446,21635,2230,1783,2510,150981,0.69,97.56,-12.19,10.31,11.15,16.77
19,대림산업,건설,19년06월(2Q),115000,63821,24676,2977,1460,-2347,147239,0.78,104.94,-16.55,12.07,9.68,16.92
19,대림산업,건설,19년03월(1Q),96400,62349,23221,2409,2364,3975,143712,0.67,113.99,-18.12,10.37,16.17,17.14
18,대림산업,건설,18년12월(4Q),102500,60502,27276,1667,145,2772,139638,0.73,112.12,-17.11,6.11,0.52,10.77
18,대림산업,건설,18년09월(3Q),82600,60669,24638,2055,1873,4044,140593,0.59,116.32,-28.11,8.34,13.55,13.9
18,대림산업,건설,18년06월(2Q),76500,58773,29570,2250,2258,964,135703,0.56,134.72,-4.81,7.61,16.74,12.52
18,대림산업,건설,18년03월(1Q),74400,56515,28361,2482,2505,3265,130161,0.57,142.23,12.93,8.75,19.34,14.58
17,대림산업,건설,17년12월(4Q),82400,56943,32907,916,-418,4794,131198,0.63,135.37,27.6,2.78,-3.09,7.91
17,대림산업,건설,17년09월(3Q),80100,57392,34272,1973,2959,-3548,132304,0.61,146.33,39.47,5.76,23.2,10.21
17,대림산업,건설,17년06월(2Q),89000,53875,31063,1430,1045,93,125451,0.71,145.13,21.16,4.6,8.55,10.23
17,대림산업,건설,17년03월(1Q),80900,52482,25114,1140,1493,3037,122190,0.66,144.13,11.43,4.54,11.92,10.66
16,대림산업,건설,16년12월(4Q),87100,51454,25789,618,333,1555,119454,0.73,140.83,-4.44,2.4,2.23,7.96
16,대림산업,건설,16년09월(3Q),82900,51429,24574,1307,1091,-1510,118832,0.7,136.94,2.42,5.32,9.04,11.2
16,대림산업,건설,16년06월(2Q),76000,50533,25638,1362,1198,-283,116527,0.65,144.95,6.93,5.31,10.29,10.69
16,대림산업,건설,16년03월(1Q),90900,49424,22537,908,310,1709,113723,0.8,149.52,11.67,4.03,2.07,9.83
15,대림산업,건설,15년12월(4Q),67100,48058,26986,720,145,5286,112559,0.6,151.05,5.62,2.67,1.35,7.83
15,대림산업,건설,15년09월(3Q),67100,45901,23992,680,727,-2920,112659,0.6,141.96,14.78,2.83,6.45,7.94
15,대림산업,건설,15년06월(2Q),82000,45663,23977,631,737,1265,112041,0.73,139.89,-3.91,2.63,6.62,8.03
15,대림산업,건설,15년03월(1Q),64600,45101,20182,687,560,217,110613,0.58,132.88,-6.32,3.4,4.81,9.05
14,대림산업,건설,14년12월(4Q),65800,44653,25549,-2226,-3580,1502,109537,0.6,137.31,4.74,-8.71,-32.59,-3.36
14,대림산업,건설,14년09월(3Q),75500,48592,20904,-1894,-1677,1225,119784,0.63,125.36,-13.55,-9.06,-14.47,-3.46
14,대림산업,건설,14년06월(2Q),84300,50282,24951,871,579,1523,124229,0.68,124.55,0.87,3.49,4.5,7.98
14,대림산업,건설,14년03월(1Q),86700,48910,21543,546,273,-3933,122560,0.71,125.16,-14.38,2.54,1.98,7.22
13,대림산업,건설,13년12월(4Q),94100,48703,24393,-3195,-2986,6955,122126,0.77,121.4,-18.87,-13.1,-24.68,-8.63
13,대림산업,건설,13년09월(3Q),97000,51596,24180,1235,899,-4751,129676,0.75,110.81,-11.32,5.11,6.97,9.87
13,대림산업,건설,13년06월(2Q),86800,50886,24735,1117,770,3351,127948,0.68,114.08,0.19,4.52,5.79,8.87
13,대림산업,건설,13년03월(1Q),91700,50147,25161,1240,1214,-5208,126189,0.73,120.32,22.66,4.93,9.73,10.38
12,대림산업,건설,12년12월(4Q),87000,49185,30065,1296,1122,7688,123800,0.7,123.77,27.55,4.31,9.42,9.72
12,대림산업,건설,12년09월(3Q),94900,48204,27268,1367,1207,-577,121273,0.78,120.91,34.25,5.01,10.2,9.63
12,대림산업,건설,12년06월(2Q),90200,47270,24687,1250,388,-226,118479,0.76,119.11,26.34,5.06,3.05,10.02
12,대림산업,건설,12년03월(1Q),122500,46894,20513,947,1290,1284,117630,1.04,123.38,24.64,4.61,11.35,11.31
19,대우조선해양,조선,19년09월(3Q),30600,38902,19475,-2563,-2964,7659,36294,0.84,200.35,-11.37,-13.16,-29.35,-10.1
19,대우조선해양,조선,19년06월(2Q),32700,41881,21504,1948,1453,2453,39073,0.84,184.09,-7.54,9.06,14.13,8.16
19,대우조선해양,조선,19년03월(1Q),27950,40415,20721,1996,1952,11300,37706,0.74,194.16,-8.16,9.63,19.81,12.64
18,대우조선해양,조선,18년12월(4Q),34150,38402,28652,3198,2114,2842,35828,0.95,210.36,14.93,11.16,22.54,1.83
18,대우조선해양,조선,18년09월(3Q),34650,36548,21973,1770,-3239,-495,34261,1.01,215.94,-9.23,8.05,-33.96,7.24
18,대우조선해양,조선,18년06월(2Q),27000,35188,23257,2294,2062,531,36887,0.73,221.36,-32.74,9.87,24.45,12.11
18,대우조선해양,조선,18년03월(1Q),27600,33194,22561,2986,2263,4374,34774,0.79,234.07,-17.37,13.24,24.94,11.45
17,대우조선해양,조선,17년12월(4Q),13900,29907,24931,-3510,-9174,-3725,31823,0.44,282.75,-7.16,-14.08,-94.67,-7.3
17,대우조선해양,조선,17년09월(3Q),44800,38706,24206,1959,749,-5146,40861,0.55,223.75,-19.84,8.09,6.56,14.93
17,대우조선해양,조선,17년06월(2Q),44800,38038,34576,6647,12547,-3797,49440,0.45,248.01,0.23,19.23,181.37,30.66
17,대우조선해양,조선,17년03월(1Q),44800,8268,27305,2233,2336,2469,18670,1.2,1556.74,-25.49,8.18,81.23,11.16
16,대우조선해양,조선,16년12월(4Q),4480,6594,26852,-11455,-15450,453,15660,1.43,2184.71,-36.85,-42.66,-4275.3,-34.9
16,대우조선해양,조선,16년09월(3Q),4480,-10591,30196,-1869,-2838,-2426,-34912,0.97,2300.06,-7.13,-6.19,-1902.77,3.54
16,대우조선해양,조선,16년06월(2Q),4230,-7763,34498,-3526,-11462,3899,-21494,0.97,2300.06,-12.89,-10.22,-1499.15,-1.54
16,대우조선해양,조선,16년03월(1Q),5070,7580,36645,1542,1855,-7236,49388,0.51,2415.41,-7.92,4.21,66.14,6.9
15,대우조선해양,조선,15년12월(4Q),5070,6189,42519,-3208,-2532,-3226,43577,0.58,2950.77,28.1,-7.55,-62.56,-8.27
15,대우조선해양,조선,15년09월(3Q),6370,10238,32516,-6462,-11498,-5392,87519,0.36,1799.04,-22.92,-19.87,-244.47,-10.28
15,대우조선해양,조선,15년06월(2Q),13300,22484,39605,-5821,-4308,8067,168018,0.4,776.32,0.05,-14.7,-48.05,-11.92
15,대우조선해양,조선,15년03월(1Q),18100,45649,39796,-5754,-3754,-7879,322643,0.28,373.53,-2.1,-14.46,-38.94,-10.5
14,대우조선해양,조선,14년12월(4Q),18650,20268,33193,-8812,-9338,2970,151867,0.61,775.06,-7.26,-26.55,-99.89,-19.01
14,대우조선해양,조선,14년09월(3Q),20300,48083,42186,1328,103,3997,336293,0.3,313.42,15.3,3.15,2.86,7.85
14,대우조선해양,조선,14년06월(2Q),25700,47754,39586,1027,76,-8397,333032,0.39,309.12,-3.16,2.59,1.39,5.7
14,대우조선해양,조선,14년03월(1Q),32000,47900,40651,806,632,-4172,334014,0.48,294.82,24.74,1.98,7.56,5.03
13,대우조선해양,조선,13년12월(4Q),35000,29287,35793,-13199,-11154,6235,208217,0.84,472.82,6.6,-36.88,-109.98,-21.27
13,대우조선해양,조선,13년09월(3Q),34600,47113,36587,1158,936,3032,325723,0.53,294.39,15.39,3.17,7.68,7.36
13,대우조선해양,조선,13년06월(2Q),25250,46093,40879,1268,525,-8612,319413,0.4,297.09,3.48,3.1,4.58,6.86
13,대우조선해양,조선,13년03월(1Q),27500,45652,32589,673,489,-12634,315879,0.44,278.97,6.34,2.06,4.44,5.81
12,대우조선해양,조선,12년12월(4Q),27150,38659,33577,-4738,-5236,-1560,268916,0.5,301.23,-7.08,-14.11,-47.19,-6.85
12,대우조선해양,조선,12년09월(3Q),25950,46592,31706,1187,641,-11240,321458,0.4,242.16,-4.22,3.74,4.77,9.16
12,대우조선해양,조선,12년06월(2Q),26200,45988,39505,1414,964,9756,317943,0.41,242.97,9.27,3.58,11.95,7.33
12,대우조선해양,조선,12년03월(1Q),30300,44989,30646,1417,842,-6916,309146,0.49,270.69,-7.8,4.62,7.87,9.91
19,대한항공,항공,19년09월(3Q),22900,26697,33829,964,-2513,3756,26400,0.87,922.48,-3.84,2.85,-39.36,14.05
19,대한항공,항공,19년06월(2Q),28950,27465,31210,-986,-3963,6414,27223,1.06,884.4,0.49,-3.16,-58.38,9.49
19,대한항공,항공,19년03월(1Q),31850,29549,31389,1406,-618,7865,29408,1.08,819.07,1.19,4.48,-8.71,15.73
18,대한항공,항공,18년12월(4Q),33050,30318,32947,54,-1282,6731,30205,1.09,743.72,6.04,0.16,-16.37,10.99
18,대한항공,항공,18년09월(3Q),28100,36032,35179,4018,2573,6469,36115,0.78,607.77,9.46,11.42,30.07,21.23
18,대한항공,항공,18년06월(2Q),28250,33513,31057,667,-3047,6982,33557,0.84,654.46,6.9,2.15,-36.08,12.92
18,대한항공,항공,18년03월(1Q),33800,36355,31020,1663,-100,7745,36497,0.93,595,8.23,5.36,-1.16,16.33
17,대한항공,항공,17년12월(4Q),33850,37511,31071,2200,3814,6343,37689,0.9,557.1,6.07,7.08,46.34,15.16
17,대한항공,항공,17년09월(3Q),30800,30382,32139,3555,616,4989,30292,1.02,729.2,3.08,11.06,8,21.32
17,대한항공,항공,17년06월(2Q),38700,29826,29052,1728,-2003,8268,29748,1.3,735.52,3.11,5.95,-29.13,16.28
17,대한항공,항공,17년03월(1Q),31550,28314,28660,1915,5592,8467,28220,1.12,744.47,-0.03,6.68,99.63,16.47
16,대한항공,항공,16년12월(4Q),27350,18744,29292,1783,-6419,4724,22149,1.16,1178.12,0.49,6.09,-128.2,16.49
16,대한항공,항공,16년09월(3Q),34950,23632,31179,4600,5108,6552,28295,1.16,910.09,4.89,14.75,96.89,24.06
16,대한항공,항공,16년06월(2Q),25950,20637,28177,1592,-2508,9067,24480,1,1082.16,1.14,5.65,-48.85,16.39
16,대한항공,항공,16년03월(1Q),31000,23098,28670,3233,-1749,7719,27605,1.06,917.64,-0.15,11.28,-31,20.98
15,대한항공,항공,15년12월(4Q),27700,24990,29150,3013,1571,9990,30030,0.87,867.59,-1.19,10.34,28.72,20.83
15,대한항공,항공,15년09월(3Q),31350,20422,29726,3415,-5075,3941,24265,1.21,1050.61,-6.08,11.49,-93.45,20.93
15,대한항공,항공,15년06월(2Q),40500,25488,27859,504,-796,7828,30647,1.24,798.4,-3.85,1.81,-12.51,12.03
15,대한항공,항공,15년03월(1Q),48550,27127,28712,1899,-1331,5521,32718,1.4,756.94,-0.89,6.62,-22.39,16.12
14,대한항공,항공,14년12월(4Q),47450,22012,29502,1531,-4270,5288,30843,1.37,966.06,-1.05,5.19,-75.98,15.32
14,대한항공,항공,14년09월(3Q),36000,25647,31652,2408,-3920,4786,36217,0.89,809.13,-0.57,7.61,-58.99,16.36
14,대한항공,항공,14년06월(2Q),33400,29418,28975,-200,3618,6079,43611,0.68,696.87,2.08,-0.69,51.16,8.69
14,대한항공,항공,14년03월(1Q),38550,25800,28969,214,-1558,2482,36750,0.94,804.66,1.81,0.74,-23.99,10.31
13,대한항공,항공,13년12월(4Q),31200,27402,29815,178,-569,5923,39045,0.71,736.45,2.73,0.6,-8.63,9.87
13,대한항공,항공,13년09월(3Q),37750,26762,31833,1601,3354,5531,39182,0.86,749.72,-3.36,5.03,84.12,13.67
13,대한항공,항공,13년06월(2Q),30750,24368,28384,-508,-3587,5753,26360,1.24,887.01,-9.81,-1.79,-63.85,8.26
13,대한항공,항공,13년03월(1Q),40900,26450,28455,-1466,-3034,2287,28375,1.53,797.22,-5.1,-5.15,-48.73,4.61
12,대한항공,항공,12년12월(4Q),45300,29044,29024,-491,1402,5326,31550,1.52,690.99,-8.36,-1.69,21.83,6.93
12,대한항공,항공,12년09월(3Q),47550,28761,32940,2821,3450,6321,31589,1.6,686.01,-0.57,8.56,57.49,16.59
12,대한항공,항공,12년06월(2Q),50300,24574,31470,944,-1646,8747,26627,2,828.98,6.88,3,-30.05,12.2
12,대한항공,항공,12년03월(1Q),50000,26943,29983,-989,-642,2661,29625,1.79,747.14,6.27,-3.3,-10.31,6.64
19,대한해운,해운,19년09월(3Q),22100,9556,2759,441,443,983,37726,0.59,256.29,-19.99,15.99,18.34,20.38
19,대한해운,해운,19년06월(2Q),26950,8733,2595,342,185,947,34422,0.78,261.99,-25.65,13.19,8.6,17.76
19,대한해운,해운,19년03월(1Q),21150,8453,2620,419,299,734,33494,0.63,265.05,-14.59,15.98,14.62,20.31
18,대한해운,해운,18년12월(4Q),21750,8019,3341,383,182,721,31811,0.68,268.61,-25.43,11.47,9.87,16.13
18,대한해운,해운,18년09월(3Q),24150,7757,3448,361,241,770,30555,0.79,269.05,-13.99,10.47,11.47,13.58
18,대한해운,해운,18년06월(2Q),22350,7573,3490,381,364,352,29913,0.75,276.7,-13.12,10.92,20.06,14.58
18,대한해운,해운,18년03월(1Q),27050,6901,3068,312,83,764,27286,0.99,286.13,-1.08,10.17,6.17,14.89
17,대한해운,해운,17년12월(4Q),22850,6878,4481,71,155,446,27104,0.84,276.08,180.99,1.58,18,7.8
17,대한해운,해운,17년09월(3Q),34650,7156,4008,323,430,621,27433,1.26,299.4,202.82,8.05,30.79,13.46
17,대한해운,해운,17년06월(2Q),36700,6635,4017,295,211,650,25216,1.46,307.69,200.38,7.34,15.99,13.03
17,대한해운,해운,17년03월(1Q),23250,6326,3101,320,295,556,23855,0.97,253.92,170.27,10.32,15.65,16
16,대한해운,해운,16년12월(4Q),17200,6260,1595,159,111,567,24845,0.69,252.14,31.49,9.95,7.72,13.04
16,대한해운,해운,16년09월(3Q),21000,5513,1324,86,74,150,22287,0.94,212.12,3.12,6.48,5.02,9.93
16,대한해운,해운,16년06월(2Q),17150,5775,1337,84,57,237,23377,0.73,188.5,-2.06,6.29,3.8,9.5
16,대한해운,해운,16년03월(1Q),16950,5673,1147,112,66,253,22971,0.74,170.89,-21.14,9.77,4.5,14.14
15,대한해운,해운,15년12월(4Q),19000,5694,1213,150,52,114,23067,0.82,166.6,-23.67,12.34,3.97,14.6
15,대한해운,해운,15년09월(3Q),20900,5715,1284,164,114,318,23136,0.9,163.2,-13.4,12.79,8.17,16.58
15,대한해운,해운,15년06월(2Q),22150,5322,1366,217,74,315,21550,1.03,157.31,-5.32,15.89,5.38,19.12
15,대한해운,해운,15년03월(1Q),22700,5164,1455,329,155,636,20917,1.09,165.52,12.81,22.63,12.12,26.15
14,대한해운,해운,14년12월(4Q),23400,4989,1589,258,29,313,20210,1.16,160.72,3.79,16.26,2.32,18.86
14,대한해운,해운,14년09월(3Q),24900,4784,1482,241,134,494,19370,1.29,158.3,8.55,16.25,11.66,15.65
14,대한해운,해운,14년06월(2Q),23450,4496,1442,238,417,401,18192,1.29,172.76,3.89,16.54,9.12333333333333,18.76
14,대한해운,해운,14년03월(1Q),22050,4232,1290,245,138,543,17667,1.25,189.31,-1.07,19,13.39,21.14
13,대한해운,해운,13년12월(4Q),25750,4035,1297,205,-475,632,16846,1.53,202.79,-0.49,15.77,-54.3,24.06
13,대한해운,해운,13년09월(3Q),42000,2958,1365,270,40,2473,25254,1.66,346.04,10.64,19.75,5.3,21.32
13,대한해운,해운,13년06월(2Q),63600,3137,1388,262,-60,-847,26785,2.37,353.46,-10.93,18.89,-8.03,21.99
13,대한해운,해운,13년03월(1Q),6900,2815,1304,277,4332,-152,24034,2.84,402.93,-29.9,21.28,3136.08,24.1
12,대한해운,해운,12년12월(4Q),5430,-1710,1304,-8,-1197,1001,-114616,13.1,3705.51,-41.68,-0.65,-262.1,1.27
12,대한해운,해운,12년09월(3Q),4140,-918,1234,-393,-740,-927,-77193,13.1,3705.51,-25.84,-31.83,-262.1,-24.16
12,대한해운,해운,12년06월(2Q),7080,-120,1559,-292,-252,-643,-10089,13.1,3705.51,-4.92,-18.75,-262.1,-14.26
12,대한해운,해운,12년03월(1Q),23150,443,1860,-403,-314,974,17495,13.1,3705.51,-27.15,-21.67,-262.1,-15
19,동부제철,철강,19년09월(3Q),10450,9231,6040,55,210,-665,9224,1.13,190.17,-9.63,0.91,18.67,5.69
19,동부제철,철강,19년06월(2Q),6820,-188,6747,46,-337,-891,-4909,4.43,9396.62,6.53,0.68,-247.555,4.77
19,동부제철,철강,19년03월(1Q),8080,137,6119,-91,-476,253,3486,7.73,18603.07,-0.83,-1.49,-513.78,2.63
18,동부제철,철강,18년12월(4Q),6420,609,6264,-397,241,71,15686,1.36,4120.01,5.49,-6.34,164.8,-1.92
18,동부제철,철강,18년09월(3Q),9150,577,6684,18,-319,-300,14843,2.05,4489.3,0.64,0.28,-175.38,4.5
18,동부제철,철강,18년06월(2Q),7880,904,6334,-87,-600,123,23027,1.14,2862.59,-5.76,-1.37,-232.07,2.63
18,동부제철,철강,18년03월(1Q),11300,1189,6169,-190,-505,24,58634,0.64,2181.75,-7.4,-3.09,-152.17,1.05
17,동부제철,철강,17년12월(4Q),7420,1497,5938,-480,-1088,1119,74053,0.33,1673.42,-2.4,-8.09,-397.29,2.74
17,동부제철,철강,17년09월(3Q),7460,733,6641,96,-329,928,35756,0.7,3672.77,10.27,1.44,-147.95,7.77
17,동부제철,철강,17년06월(2Q),12900,1085,6720,28,-402,-43,53381,0.81,2485.32,15.17,0.42,-128.65,5.82
17,동부제철,철강,17년03월(1Q),12350,1460,6662,239,212,-173,72218,0.57,1799.64,24.8,3.58,63.05,8.86
