year,company,industry,결산년도,주가,자본총계,매출액,영업이익,당기순익,영업흐름,BPS,PBR,부채율,매출증가,영익률,지배ROE,매출이익
17,삼성증권,증권,17년03월(1Q),33650,41684,2178,747,558,10988,46679,0.72,708.21,5.81,5.1,5.59,14.88
16,삼성증권,증권,16년12월(4Q),31700,38270,1628,161,255,9424,48298,0.64,768.31,-13.97,1.87,2.78,18.92
16,삼성증권,증권,16년09월(3Q),34600,34974,2055,654,500,3532,49012,0.68,851.14,0.9,6.09,5.74,19.14
16,삼성증권,증권,16년06월(2Q),35300,34732,2200,680,524,-2206,48706,0.7,881.93,-35.35,7.19,6.1,23.26
16,삼성증권,증권,16년03월(1Q),39950,34036,2059,622,464,3919,47828,0.81,864.16,-21.6,4.02,5.36,13.3
15,삼성증권,증권,15년12월(4Q),41750,35238,1893,306,221,4129,48352,0.84,779.57,1.81,5.74,2.48,35.5
15,삼성증권,증권,15년09월(3Q),45450,36286,2037,598,451,3583,48449,0.91,756.84,-5.33,4.19,5.01,14.26
15,삼성증권,증권,15년06월(2Q),54600,35741,3404,1742,1245,-16909,47763,1.11,802.71,89,21.1,14.18,41.23
15,삼성증권,증권,15년03월(1Q),52000,34462,2626,1120,833,-4975,46147,1.09,718.18,40.11,9.71,9.7,22.76
14,삼성증권,증권,14년12월(4Q),44550,34268,1859,473,369,-10407,45551,0.95,652.14,70.31,5.73,4.26,22.52
14,삼성증권,증권,14년09월(3Q),44100,35024,2151,750,1530,-6752,45534,0.94,561.63,5.46,8.91,17.93,25.55
14,삼성증권,증권,14년06월(2Q),44300,34012,1801,-35,18,-6336,43320,0.99,534.25,16.72,-0.48,-0.17,24.75
14,삼성증권,증권,14년03월(1Q),39050,34935,1874,483,449,8323,43694,0.87,484.62,-1.91,6.82,4.93,26.5
13,삼성증권,증권,13년12월(4Q),44050,34372,1092,-298,-70,-4481,42932,1,497.46,-56.91,-5.31,-1.13,19.45
13,삼성증권,증권,13년09월(2Q),47050,34494,1543,140,210,-13749,43111,1.06,508.55,-45.57,3.07,1.9,33.81
13,삼성증권,증권,13년06월(1Q),46100,34534,1910,154,100,8149,42970,1.04,466.86,-15.87,1.4,0.56,17.38
13,삼성증권,증권,13년03월(4Q),54200,34825,2533,807,641,-9353,43526,1.21,459.4,-21.37,13.3,7.15,41.74
12,삼성증권,증권,12년12월(3Q),53400,34134,2040,251,170,-5070,42713,1.21,419.44,-16.78,4.32,1.84,35.11
12,삼성증권,증권,12년09월(2Q),52400,34244,2835,898,648,6996,42872,1.19,434.29,-5.98,11.04,7.25,34.85
12,삼성증권,증권,12년06월(1Q),48950,33668,2271,420,348,-1526,42214,1.12,403.43,-27.81,5.6,3.73,30.31
12,삼성증권,증권,12년03월(4Q),56800,33804,3221,1025,620,-812,42334,1.3,396.11,2.4,54.79,7.22,172.23
19,삼성화재,손보,19년09월(3Q),223000,145021,49447,2270,1684,1617,315693,0.71,487.87,5.16,3.83,4.75,71.57
19,삼성화재,손보,19년06월(2Q),268000,137907,49560,2773,2053,8173,301653,0.89,504.56,4.33,4.66,6.14,69.88
19,삼성화재,손보,19년03월(1Q),301000,128867,46990,3127,2319,-7491,283778,1.06,530.79,1.8,5.63,7.33,74.45
18,삼성화재,손보,18년12월(4Q),269000,123830,46661,2114,1576,17744,273846,0.98,541.33,3.7,3.95,5.13,80.1
18,삼성화재,손보,18년09월(3Q),284000,121722,47021,3244,2403,5963,269693,1.05,545.05,-1.56,5.83,8.06,69.33
18,삼성화재,손보,18년06월(2Q),264000,116332,47504,5093,3750,7416,259038,1.02,561.46,-0.05,8.71,12.98,69.45
18,삼성화재,손보,18년03월(1Q),270500,114817,46160,4092,3004,-9861,256051,1.06,566.09,-0.5,7.52,10.22,73.93
17,삼성화재,손보,17년12월(4Q),267000,120083,44997,1326,380,9406,266474,1,533.02,-2.57,2.58,1.23,72.78
17,삼성화재,손보,17년09월(3Q),280000,124297,47768,3018,2259,4261,274793,1.02,487.56,0.72,5.41,7.32,69.26
17,삼성화재,손보,17년06월(2Q),281500,122118,47527,3947,2909,11886,270501,1.04,488,-0.33,7.12,9.85,67.65
17,삼성화재,손보,17년03월(1Q),268000,114033,46391,4285,5005,394,254517,1.05,509.3,2.28,7.44,17.87,65.4
16,삼성화재,손보,16년12월(4Q),268500,110082,46185,1415,952,3714,246689,1.09,519.7,-0.19,2.65,3.27,66.11
16,삼성화재,손보,16년09월(3Q),279500,120549,47425,3038,2432,1561,267428,1.05,464.49,2.69,5.45,8.28,70.68
16,삼성화재,손보,16년06월(2Q),263500,114413,47686,2622,2407,7066,255288,1.03,482.96,2.5,4.79,8.75,69.85
16,삼성화재,손보,16년03월(1Q),295000,105480,45356,3637,2814,4120,237622,1.24,511.79,1.96,6.86,10.9,70.55
15,삼성화재,손보,15년12월(4Q),307500,100853,46273,1213,708,2955,225804,1.36,526.99,2.57,2.35,2.78,73.38
15,삼성화재,손보,15년09월(3Q),280000,103596,46183,2431,1897,14880,223701,1.25,502.65,2.51,4.39,7.44,64.69
15,삼성화재,손보,15년06월(2Q),294000,99295,46522,3232,2476,7409,215219,1.37,512.21,3.17,5.51,9.72,54.18
15,삼성화재,손보,15년03월(1Q),267500,104207,44486,3976,3058,1767,224928,1.19,476.1,1.56,7.69,12.23,69.88
14,삼성화재,손보,14년12월(4Q),282500,95388,45112,1727,1106,10245,207503,1.36,509.97,3.19,3.39,4.65,67.5
14,삼성화재,손보,14년09월(3Q),282500,94464,45054,2884,2246,8644,198493,1.42,484.9,7.56,5.49,9.7,63.37
14,삼성화재,손보,14년06월(2Q),257500,90956,45093,3306,2517,10421,190485,1.35,489.96,0.89,5.95,11.73,55.41
14,삼성화재,손보,14년03월(1Q),239500,80452,43804,3250,2512,4984,174137,1.38,532.04,-0.52,6.38,12.61,63.73
13,삼성화재,손보,13년12월(4Q),259000,78885,43717,1781,1277,14505,170920,1.52,526.76,2.77,3.49,6.34,57.09
13,삼성화재,손보,13년09월(2Q),246500,82442,44693,2357,1806,11372,172072,1.43,484.92,3.39,4.41,8.82,54.41
13,삼성화재,손보,13년06월(1Q),233000,80991,44035,2674,2068,10619,167825,1.39,477.1,6.09,5.15,9.63,56.28
13,삼성화재,손보,13년03월(4Q),218000,89690,42540,2622,2027,7146,185093,1.18,414.53,9.95,5.69,9.27,71.79
12,삼성화재,손보,12년12월(3Q),218000,84845,41888,1711,1226,14774,175546,1.24,426.89,13.01,3.44,5.8,58.48
12,삼성화재,손보,12년09월(2Q),239000,82940,43226,2565,2081,16860,171792,1.39,416.79,17.39,5.02,10.37,53.88
12,삼성화재,손보,12년06월(1Q),226000,77476,41508,3426,2572,18037,154634,1.46,424.92,14.79,6.94,13.25,55.2
12,삼성화재,손보,12년03월(4Q),214000,77427,38691,2781,2115,4447,154577,1.38,405.52,15.87,7.06,11.31,68.85
19,셀트리온,바이오,19년09월(3Q),164000,28089,2891,1031,616,1320,22412,6.99,34.96,25.08,35.68,9.22,58.92
19,셀트리온,바이오,19년06월(2Q),205500,27423,2350,834,783,740,21898,8.96,34.34,-10.8,35.48,11.95,60.19
19,셀트리온,바이오,19년03월(1Q),181000,26438,2217,774,630,1355,21202,8.15,32.48,-9.5,34.89,10.11,59.97
18,셀트리온,바이오,18년12월(4Q),222500,26328,2426,440,373,1337,20656,10.29,34.48,-11.56,18.14,6.95,43.15
18,셀트리온,바이오,18년09월(3Q),297000,26472,2311,736,547,562,20315,13.72,30.86,-0.42,31.86,8.76,55.22
18,셀트리온,바이오,18년06월(2Q),303500,27325,2634,1058,800,859,20791,13.7,30.64,7.02,40.15,12.64,60.26
18,셀트리온,바이오,18년03월(1Q),309500,26391,2450,1153,815,1063,20102,14.45,33.5,24.62,47.07,13.51,64.55
17,셀트리온,바이오,17년12월(4Q),221100,24319,2743,1483,974,1769,18495,11.22,36.33,31.34,54.06,16.89,78.59
17,셀트리온,바이오,17년09월(3Q),142000,24626,2321,1318,1064,507,18548,7.05,33.56,37.93,56.81,18.23,79.86
17,셀트리온,바이오,17년06월(2Q),115100,23470,2461,1383,1152,906,17661,6,34.76,33.03,56.2,21.29,70.85
17,셀트리온,바이오,17년03월(1Q),90100,22329,1966,894,671,1792,16701,4.97,37.54,81.25,45.47,13.09,60.7
16,셀트리온,바이오,16년12월(4Q),107400,21990,2088,716,504,1605,16145,6.12,37.43,24.09,34.29,9.85,51.52
16,셀트리온,바이오,16년09월(3Q),106400,21239,1683,740,586,845,15737,5.93,37.44,-0.7,43.98,11.92,66.13
16,셀트리온,바이오,16년06월(2Q),96100,20641,1850,771,596,-372,15272,5.52,38.35,10.1,41.67,12.58,60.05
16,셀트리온,바이오,16년03월(1Q),109800,19799,1085,270,118,430,14747,6.53,38.15,11.09,24.88,2.46,61.45
15,셀트리온,바이오,15년12월(4Q),84500,18098,1683,638,511,552,14056,5.27,51.85,68.52,37.92,11.69,55.14
15,셀트리온,바이오,15년09월(3Q),67900,17265,1695,731,630,139,13467,4.3,55.57,61.16,43.16,15.89,60.5
15,셀트리온,바이오,15년06월(2Q),78000,16337,1681,811,582,17,12829,5.18,57.96,-6.2,48.26,16.76,65.8
15,셀트리온,바이오,15년03월(1Q),69900,13356,976,409,-140,68,10773,5.53,79.29,12.37,41.9,-4.71,64.49
14,셀트리온,바이오,14년12월(4Q),38850,13478,999,318,129,226,10873,3.04,72.31,3532.1,31.89,3.77,70.56
14,셀트리온,바이오,14년09월(3Q),48950,13303,1051,360,155,1259,10723,3.71,73.08,30.04,34.26,5.06,69.75
14,셀트리온,바이오,14년06월(2Q),46550,12773,1792,980,743,155,10751,3.52,77.05,189.87,54.67,25.22,78.65
14,셀트리온,바이오,14년03월(1Q),44000,12007,869,357,149,-189,10146,3.52,81.1,7.53,41.04,5.11,64.95
13,셀트리온,바이오,13년12월(4Q),38350,10871,27,-211,-34,619,10020,3.11,81.99,-97.47,-767.61,-1.25,-247.09
13,셀트리온,바이오,13년09월(3Q),46750,10914,809,418,366,1063,10054,3.67,83.75,-0.13,51.69,13.58,72.79
13,셀트리온,바이오,13년06월(2Q),41800,10641,618,356,358,-537,9752,3.38,85.92,-23.08,57.62,13.34,75.71
13,셀트리온,바이오,13년03월(1Q),53900,10857,808,435,334,227,9454,4.5,93.9,0.84,53.89,12.53,72.61
12,셀트리온,바이오,12년12월(4Q),26100,10501,1088,635,528,-318,9799,4.21,65.02,20.35,58.43,16.95,71.49
12,셀트리온,바이오,12년09월(3Q),28000,9998,809,451,380,313,9357,4.12,67.64,11.23,55.78,15.52,83.68
12,셀트리온,바이오,12년06월(2Q),30300,9587,801,412,407,-32,8419,4.96,57.33,16.83,51.47,17.21,67.23
12,셀트리온,바이오,12년03월(1Q),36950,9321,798,471,415,256,8202,4.15,59.67,32.99,58.99,18.12,72.75
19,신세계인터내셔날,의류,19년09월(3Q),198000,5832,3599,191,220,-244,81405,2.43,96.3,15.45,5.29,15.49,54.72
19,신세계인터내셔날,의류,19년06월(2Q),213000,5610,3017,146,101,370,78286,2.72,94.7,6.48,4.83,7.33,60.86
19,신세계인터내셔날,의류,19년03월(1Q),299500,5507,3659,292,229,236,76844,3.9,98.73,20.22,7.97,16.73,59.37
18,신세계인터내셔날,의류,18년12월(4Q),194500,5448,3631,179,282,505,76024,2.56,80.32,12.72,4.94,21.03,58.11
18,신세계인터내셔날,의류,18년09월(3Q),228000,5190,3118,115,97,-294,72452,3.15,90.56,15.98,3.68,7.6,53.41
18,신세계인터내셔날,의류,18년06월(2Q),203000,5105,2834,143,107,625,71257,2.85,85.12,18.34,5.03,8.61,58.03
18,신세계인터내셔날,의류,18년03월(1Q),96100,5006,3044,118,91,232,69840,1.38,89.58,11.85,3.89,7.27,53.05
17,신세계인터내셔날,의류,17년12월(4Q),74100,4962,3222,157,177,273,69236,1.07,91.63,10.25,4.87,14.47,55.06
17,신세계인터내셔날,의류,17년09월(3Q),57700,4787,2688,9,-12,-382,66803,0.86,106.78,9.82,0.34,-0.91,48.05
17,신세계인터내셔날,의류,17년06월(2Q),68500,4796,2394,44,11,231,66919,1.02,93.09,1.47,1.85,0.94,54.9
17,신세계인터내셔날,의류,17년03월(1Q),71400,4805,2721,44,65,18,67044,1.06,96.78,9.65,1.62,5.41,50.28
16,신세계인터내셔날,의류,16년12월(4Q),66200,4785,2922,154,143,277,66769,0.99,101.91,-4.67,5.28,12.06,53.92
16,신세계인터내셔날,의류,16년09월(3Q),79600,4636,2448,6,34,-375,64836,1.23,103.26,6.4,0.23,2.97,47.04
16,신세계인터내셔날,의류,16년06월(2Q),67900,4599,2360,75,21,460,64308,1.06,89.97,3.94,3.19,1.78,52.19
16,신세계인터내셔날,의류,16년03월(1Q),87500,4580,2482,35,-22,172,64049,1.37,96.69,2.69,1.41,-1.97,49.13
15,신세계인터내셔날,의류,15년12월(4Q),102500,4648,3065,100,127,391,64998,1.58,96.69,5.66,3.26,11.06,48.45
15,신세계인터내셔날,의류,15년09월(3Q),126000,4523,2300,-18,-29,-468,63252,1.99,109.29,4.48,-0.77,-2.51,46.7
15,신세계인터내셔날,의류,15년06월(2Q),133000,4559,2270,37,15,353,63743,2.09,91.01,15.46,1.62,1.38,50
15,신세계인터내셔날,의류,15년03월(1Q),84400,4545,2417,80,96,203,63545,1.33,95.76,17.89,3.32,8.63,48.8
14,신세계인터내셔날,의류,14년12월(4Q),114000,4497,2901,95,62,255,62912,1.81,97.42,22.14,3.29,5.87,48.61
14,신세계인터내셔날,의류,14년09월(3Q),136000,4451,2202,-6,26,-508,62228,2.19,104.12,12.39,-0.28,2.67,46.02
14,신세계인터내셔날,의류,14년06월(2Q),84500,4428,1966,21,51,468,61849,1.37,87.09,6.64,1.06,4.89,48.74
14,신세계인터내셔날,의류,14년03월(1Q),78500,4371,2050,49,53,-198,61175,1.28,80.11,10.61,2.38,5.1,47.25
13,신세계인터내셔날,의류,13년12월(4Q),90000,4362,2375,142,166,406,61007,1.48,73.18,11.26,5.97,15.86,50.4
13,신세계인터내셔날,의류,13년09월(3Q),89700,4200,1959,8,105,-266,58693,1.53,81.43,7.89,0.4,10.29,45.02
13,신세계인터내셔날,의류,13년06월(2Q),80300,4094,1844,40,17,-225,57181,1.4,65.83,-5.52,2.18,1.87,48.34
13,신세계인터내셔날,의류,13년03월(1Q),75300,4072,1853,31,26,287,56858,1.32,63.06,-7.36,1.68,2.86,46.03
12,신세계인터내셔날,의류,12년12월(4Q),89200,4090,2135,107,107,174,57062,1.56,51.91,0.326666666666666,5.03,12.8433333333333,50.9
12,신세계인터내셔날,의류,12년09월(3Q),94000,3891,1811,16,176,176,54498,1.72,48.19,-4.19,0.88,18.5,44.13
12,신세계인터내셔날,의류,12년06월(2Q),86900,3715,1945,110,100,325,52032,1.67,40.03,-1.64,5.65,10.87,48.11
12,신세계인터내셔날,의류,12년03월(1Q),104000,3674,2001,87,83,-47,51463,2.02,47.28,6.81,4.33,9.16,46.35
19,신한지주,은행,19년09월(3Q),41800,416971,39799,14179,10484,54520,80428,0.52,1209.2,14.47,19.86,10.2,34.63
19,신한지주,은행,19년06월(2Q),44900,407369,39391,14093,10705,14758,78089,0.57,1201.4,18.13,19.61,10.74,33.38
19,신한지주,은행,19년03월(1Q),42000,385944,38433,13103,9658,21593,76616,0.55,1231.45,21.6,17.23,10.22,31.31
18,신한지주,은행,18년12월(4Q),39600,366514,36006,8569,5237,-55224,75668,0.52,1153.98,15.99,12.07,5.78,31.39
18,신한지주,은행,18년09월(3Q),45000,360165,34767,11326,8575,17579,74441,0.6,1170.83,16.04,19.79,9.85,37.96
18,신한지주,은행,18년06월(2Q),43300,342989,33345,13340,9481,-25099,70829,0.61,1221.56,15.81,23.48,11.36,37.35
18,신한지주,은행,18년03월(1Q),45700,331543,31607,11758,8690,-458,68428,0.67,1208.09,12.12,22.14,10.51,38.75
17,신한지주,은행,17년12월(4Q),49400,337036,31042,3368,2116,23931,69212,0.71,1164.87,8.37,4.75,2.59,29.23
17,신한지주,은행,17년09월(3Q),50300,336878,29961,10394,8285,-1362,69159,0.73,1175.81,6.59,18.22,10.11,34.83
17,신한지주,은행,17년06월(2Q),49300,326890,28792,11555,9019,-18359,67168,0.73,1166.21,3.1,20.97,11.3,34.74
17,신한지주,은행,17년03월(1Q),46600,319281,28191,12983,10073,6004,65994,0.71,1168.46,1.83,22.83,12.78,32.87
16,신한지주,은행,16년12월(4Q),45250,317450,28645,6261,6144,14467,65605,0.69,1146.43,3.97,10.16,7.9,30.7
16,신한지주,은행,16년09월(3Q),40150,315443,28108,9369,7224,7972,65160,0.62,1164.84,2.42,16.52,9.23,32.2
16,신한지주,은행,16년06월(2Q),38000,314382,27926,8902,7004,15744,64250,0.59,1141.44,0.54,16.68,9.04,33.21
16,신한지주,은행,16년03월(1Q),40500,309571,27684,6554,7877,-212,61800,0.66,1122.81,-2.96,12.81,10.14,33.52
15,신한지주,은행,15년12월(4Q),39550,318131,27551,5558,4228,22444,63548,0.62,1064.77,-7.91,8.56,5.26,26.65
15,신한지주,은행,15년09월(3Q),41400,316746,27443,7787,6981,20743,63139,0.66,1053.92,-9.91,13.25,8.96,28.54
15,신한지주,은행,15년06월(2Q),41550,310085,27775,8857,7113,13895,61779,0.67,1059.13,-8.2,16.63,9.34,31.03
15,신한지주,은행,15년03월(1Q),41950,303077,28528,7530,6138,-27379,60339,0.7,1046.27,-4.81,13.96,8.1,30.28
14,신한지주,은행,14년12월(4Q),44450,305149,29918,3103,3405,2243,60136,0.74,1007.73,-4.08,4.83,4.31,26.93
14,신한지주,은행,14년09월(3Q),48600,302363,30462,8329,6515,-12433,59584,0.82,1008.6,-2.55,15.52,8.85,31.88
14,신한지주,은행,14년06월(2Q),46850,295121,30256,7537,6120,13005,58096,0.81,994.51,-4.05,13.72,8.27,30.75
14,신한지주,은행,14년03월(1Q),47000,300144,29970,7578,5956,-23622,57081,0.82,962.19,-6.14,14.54,8.09,31.82
13,신한지주,은행,13년12월(4Q),47300,298551,31192,4618,3756,16882,56745,0.83,942.67,-7.45,4.81,4.95,17.71
13,신한지주,은행,13년09월(3Q),43650,295383,31258,7594,5649,17002,56110,0.78,974.52,-11.75,15.95,7.75,34.7
13,신한지주,은행,13년06월(2Q),37600,290803,31533,7434,5923,7290,55169,0.68,998.09,-10.48,17.28,8.34,38.27
13,신한지주,은행,13년03월(1Q),40400,285260,31931,6674,5226,-52169,54626,0.74,999.57,-10.4,14.81,7.28,35.65
12,신한지주,은행,12년12월(4Q),38850,289131,33701,5289,3530,65635,54341,0.71,954.67,-6.03,17.82,4.73,57.02
12,신한지주,은행,12년09월(3Q),37950,285899,35422,7148,5946,-8183,53835,0.7,980.08,0.63,14.46,8.57,35.85
12,신한지주,은행,12년06월(2Q),39700,278755,35223,8694,6745,28244,52372,0.76,964.46,2.67,15.17,10.1,30.43
12,신한지주,은행,12년03월(1Q),43750,271146,35636,10649,8698,4988,50790,0.86,991.36,9.86,17.67,13.49,29.4
19,쌍용차,자동차,19년09월(3Q),2870,5574,8364,-1052,-1079,-3731,3720,0.77,285.51,-7.22,-12.57,-70.6,3.03
19,쌍용차,자동차,19년06월(2Q),4045,6652,9350,-491,-514,201,4440,0.91,271.43,-0.72,-5.25,-29.79,9.65
19,쌍용차,자동차,19년03월(1Q),5100,7165,9332,-278,-261,1835,4782,1.07,245.27,15.39,-2.98,-14.82,12.25
18,쌍용차,자동차,18년12월(4Q),3960,6933,10527,-35,-40,259,5026,0.79,218.14,16.68,-0.33,-2.26,13.51
18,쌍용차,자동차,18년09월(3Q),4565,7182,9015,-220,-182,1366,5207,0.88,204.64,0.09,-2.44,-10.03,12.09
18,쌍용차,자동차,18년06월(2Q),4570,7357,9419,-75,-54,-371,5333,0.86,184.06,4.29,-0.79,-2.91,12.85
18,쌍용차,자동차,18년03월(1Q),4965,7416,8088,-313,-342,516,5376,0.92,196.2,2.54,-3.86,-18.06,11.14
17,쌍용차,자동차,17년12월(4Q),5120,7752,9022,-257,-302,1758,5619,0.91,190.01,-9.84,-2.85,-15.52,13.49
17,쌍용차,자동차,17년09월(3Q),5180,7842,9007,-174,-177,-598,5685,0.91,175.95,5.86,-1.93,-8.92,14.53
17,쌍용차,자동차,17년06월(2Q),6840,8029,9031,-66,-40,1016,5821,1.18,170.12,-6.32,-0.73,-1.96,16.34
17,쌍용차,자동차,17년03월(1Q),7950,8138,7887,-155,-139,-132,5899,1.35,161.83,-3.01,-1.96,-6.85,14.7
16,쌍용차,자동차,16년12월(4Q),7890,8127,10006,80,194,2031,5923,1.33,166.2,2.65,0.8,9.91,16.02
16,쌍용차,자동차,16년09월(3Q),7880,7561,8508,-73,183,-172,5510,1.43,162.11,3.82,-0.86,9.8,14.56
16,쌍용차,자동차,16년06월(2Q),7000,7387,9640,193,180,1463,5383,1.3,177.61,15.38,2,9.87,17.39
16,쌍용차,자동차,16년03월(1Q),8260,7215,8132,81,23,-878,5258,1.57,168.23,6.94,0.99,1.3,17.21
15,쌍용차,자동차,15년12월(4Q),7750,7171,9747,218,191,2042,5226,1.48,184.39,17.37,2.24,10.85,16.97
15,쌍용차,자동차,15년09월(3Q),8740,6942,8195,-36,-271,-23,5059,1.73,179.03,6.73,-0.44,-15.26,16.23
15,쌍용차,자동차,15년06월(2Q),8700,7279,8355,-199,-227,-591,5305,1.64,170.03,-3.5,-2.38,-12.28,14.84
15,쌍용차,자동차,15년03월(1Q),9070,7509,7604,-342,-312,587,5472,1.66,174.29,-11.85,-4.5,-16.36,13.01
14,쌍용차,자동차,14년12월(4Q),9260,7774,8305,-322,-169,1264,5674,1.63,153.21,-15.84,-3.88,-8.46,14.39
14,쌍용차,자동차,14년09월(3Q),6590,8216,7678,-283,-156,-495,5988,1.1,127.42,-8.32,-3.68,-7.46,12.43
14,쌍용차,자동차,14년06월(2Q),8750,8467,8658,-157,-292,-231,6171,1.42,128.61,-4.54,-1.81,-13.52,12.91
14,쌍용차,자동차,14년03월(1Q),8740,8807,8626,-8,107,144,6419,1.36,130.47,14.46,-0.1,4.87,15.12
13,쌍용차,자동차,13년12월(4Q),7550,8842,9868,47,-10,1948,6444,1.17,139.5,21.15,0.47,-0.44,14.89
13,쌍용차,자동차,13년09월(3Q),8540,8847,8375,7,15,-1579,6448,1.32,123.73,19.88,0.09,0.72,13.87
13,쌍용차,자동차,13년06월(2Q),8930,8283,9070,37,62,1145,6037,1.48,159.02,26.94,0.41,3.12,15.06
13,쌍용차,자동차,13년03월(1Q),6090,7721,7536,-180,-92,1228,6294,0.97,153.46,16.56,-2.39,-4.69,13.7
12,쌍용차,자동차,12년12월(4Q),5310,8007,8146,-315,-398,744,6527,0.81,131.12,-1.76,-3.86,-10,11.24
12,쌍용차,자동차,12년09월(3Q),5160,8606,6965,-184,-134,72,7015,0.74,107.08,-6.76,-2.64,-6.26,12.15
12,쌍용차,자동차,12년06월(2Q),5570,8560,7119,-185,-209,-66,6982,0.8,110.34,-2.3,-2.6,-9.65,12.71
12,쌍용차,자동차,12년03월(1Q),7010,8791,6440,-305,-316,722,7208,0.97,111.03,3.78,-4.73,-14.09,11.3
19,씨젠,바이오,19년09월(3Q),20400,1470,314,68,59,51,6020,3.39,24.23,34.44,21.8,16.4,68.8
19,씨젠,바이오,19년06월(2Q),26400,1410,293,46,102,73,5793,4.56,29.51,18.34,15.84,29.94,68.52
19,씨젠,바이오,19년03월(1Q),21900,1313,275,58,50,83,5424,4.04,24.65,15.06,21.14,15.34,70.89
18,씨젠,바이오,18년12월(4Q),16000,1284,303,50,56,16,5307,3.01,27.62,16.51,16.48,17.21,63.86
18,씨젠,바이오,18년09월(3Q),24750,1346,234,29,24,38,5545,4.46,20.58,16.4,12.2,6.79,68.95
18,씨젠,바이오,18년06월(2Q),27900,1479,248,17,13,19,6053,4.61,21.46,12.27,6.96,3.6,66.25
18,씨젠,바이오,18년03월(1Q),34850,1415,239,11,14,66,5811,6,22.31,14.69,4.44,4.31,66.24
17,씨젠,바이오,17년12월(4Q),33500,1173,260,-10,9,55,4885,6.86,33.68,28.92,-3.77,2.69,69.97
17,씨젠,바이오,17년09월(3Q),27500,1411,201,15,13,-41,5792,4.75,31.83,12.79,7.68,3.69,72.24
17,씨젠,바이오,17년06월(2Q),37750,1424,221,35,15,6,5730,6.59,49.97,19.07,16.01,4.08,62.78
17,씨젠,바이오,17년03월(1Q),32900,1409,208,35,-3,82,5675,5.8,48.23,20.84,16.63,-1.01,66.18
16,씨젠,바이오,16년12월(4Q),34950,1422,202,25,44,51,5725,6.1,45.97,18.7,12.33,12.53,69
16,씨젠,바이오,16년09월(3Q),35700,1371,178,29,-5,54,5531,6.45,45.2,16.7,16.24,-1.48,73.48
16,씨젠,바이오,16년06월(2Q),33100,1381,185,28,20,36,5569,5.94,45.02,12.58,14.95,5.96,71.94
16,씨젠,바이오,16년03월(1Q),33600,1365,172,19,12,25,5509,6.1,43.68,4.66,11.27,3.6,70.43
15,씨젠,바이오,15년12월(4Q),37850,1353,170,23,1,-46,5463,6.93,43.42,8.31,13.65,0.22,71.78
15,씨젠,바이오,15년09월(3Q),41400,1348,152,14,30,-8,5445,7.6,43.34,1.98,8.94,9.81,75.34
15,씨젠,바이오,15년06월(2Q),41100,1126,165,19,20,23,4681,8.78,31.81,-1.61,11.85,7.54,66.8
15,씨젠,바이오,15년03월(1Q),37450,961,165,30,17,-10.3333333333333,4120,9.09,50.92,-3.54,18.27,7.15,73.42
14,씨젠,바이오,14년12월(4Q),32550,948,157,21,25,53,4069,8,45.99,-3.79,13.46,10.72,72.78
14,씨젠,바이오,14년09월(3Q),55400,921,149,25,24,16,3958,9.37,50.84,-0.74,17.04,10.75,73.56
14,씨젠,바이오,14년06월(2Q),57600,901,167,37,18,51,3881,9.93,51.29,17.96,22.37,7.94,74.38
14,씨젠,바이오,14년03월(1Q),53200,869,171,27,24,-53,3768,9.45,50.15,26.74,15.95,11.38,70.25
13,씨젠,바이오,13년12월(4Q),59000,855,163,38,23,26,3715,10.63,52.17,1.21,23.18,12.81,75.92
13,씨젠,바이오,13년09월(3Q),56200,583,151,43,24,-12,2694,13.96,62.69,20.88,28.47,16.92,76.51
13,씨젠,바이오,13년06월(2Q),50400,555,142,37,34,-21,2581,13.07,66.78,8.75,25.84,27.41,77.84
13,씨젠,바이오,13년03월(1Q),70000,440,135,24,25,-22,2133,21.96,102.08,33.02,17.55,23.36,65.76
12,씨젠,바이오,12년12월(4Q),76300,419,161,35,21,20,2041,20.07,99.38,35.42,22.01,21.09,62.81
12,씨젠,바이오,12년09월(3Q),76400,395,125,22,17,-11,1943,21.12,101.93,20.17,17.54,17.43,64.93
12,씨젠,바이오,12년06월(2Q),51900,379,130,39,30,20,1876,14.86,102.32,43.22,30.26,29.85,70.94
12,씨젠,바이오,12년03월(1Q),69900,428,101,26,23,7,1756,21.38,84.48,25.83,25.23,21.6,75.62
19,아모레퍼시픽,화장품,19년12월(4Q),2e+05,44988,13337,459,-579,2223,66519,3.01,33.12,8.95,3.44,-4.37,73.38
19,아모레퍼시픽,화장품,19년09월(3Q),140500,45701,14020,1075,1023,2300,67422,2.08,30.98,9.67,7.67,9.25,73.12
19,아모레퍼시픽,화장품,19년06월(2Q),164500,44618,13931,878,571,1104,65836,2.5,31.01,3.68,6.3,5.46,73.19
19,아모레퍼시픽,화장품,19년03월(1Q),188500,44749,14513,1866,1222,1557,64948,2.9,31.22,1.38,12.86,11.13,72.77
18,아모레퍼시픽,화장품,18년12월(4Q),209500,44464,12241,238,5,1414,64092,3.27,20.8,7.39,1.94,0.14,71.71
18,아모레퍼시픽,화장품,18년09월(3Q),261000,44330,12784,765,481,757,63888,4.09,19.89,5.67,5.98,4.46,72.83
18,아모레퍼시픽,화장품,18년06월(2Q),322500,43917,13437,1458,1096,2020,63261,5.1,25.91,11.51,10.85,10.07,73.29
